iter	Logloss
0	0.5934505481
1	0.5150391658
2	0.4553200556
3	0.4142597503
4	0.3631818032
5	0.3129405923
6	0.2832989965
7	0.2493846933
8	0.2215441657
9	0.1979675862
10	0.1738928012
11	0.1562389967
12	0.1412296172
13	0.1284362061
14	0.1150698625
15	0.1039928778
16	0.09701765217
17	0.0886883912
18	0.07967690808
19	0.07430393866
20	0.06789672816
21	0.06402521711
22	0.06012222238
23	0.05523523203
24	0.0526772089
25	0.04941460539
26	0.04580206378
27	0.0428329575
28	0.03999069079
29	0.03749109639
30	0.03562209904
31	0.03392658943
32	0.03182416644
33	0.02988726444
34	0.02818382345
35	0.02661672199
36	0.0254757626
37	0.02405946843
38	0.02273593711
39	0.02158132036
40	0.02152877199
41	0.02030850134
42	0.01935874687
43	0.01924126376
44	0.01835907784
45	0.01730973789
46	0.01664644612
47	0.01660191475
48	0.01656070615
49	0.01592466135
50	0.01587085661
51	0.01584807737
52	0.0158271313
53	0.0151912529
54	0.01453989465
55	0.0145131161
56	0.01378018372
57	0.01327923243
58	0.01259572856
59	0.012133222
60	0.01141006989
61	0.01139122696
62	0.01137560363
63	0.01091163049
64	0.01028255297
65	0.009818767072
66	0.009791513981
67	0.009775028599
68	0.009467417376
69	0.009444690636
70	0.009421867753
71	0.009404697738
72	0.009022868929
73	0.009010001911
74	0.008728655946
75	0.008389059817
76	0.00816606399
77	0.007795941559
78	0.007782365468
79	0.007769178035
80	0.007423992636
81	0.007227758933
82	0.006983477229
83	0.006749853571
84	0.006547717631
85	0.006318348171
86	0.0061664206
87	0.005994708148
88	0.005697955726
89	0.005688128885
90	0.005677423314
91	0.005528111456
92	0.005519029738
93	0.005519027207
94	0.005506418182
95	0.005506407869
96	0.005298838603
97	0.005298808628
98	0.005279791805
99	0.005271344806
100	0.005038834741
101	0.004903001413
102	0.004894880356
103	0.004742534935
104	0.004734137927
105	0.004734130028
106	0.004734119274
107	0.00472801185
108	0.004604153511
109	0.00460414359
110	0.004596681163
111	0.004596649426
112	0.004589217452
113	0.004579121837
114	0.004573066892
115	0.004441393858
116	0.004435548996
117	0.004286058519
118	0.004279152651
119	0.004279151041
120	0.004183696252
121	0.004177434043
122	0.004069320309
123	0.00395283969
124	0.003831043775
125	0.003670930006
126	0.003664221662
127	0.003664132209
128	0.003664102086
129	0.003525570373
130	0.003525570373
131	0.003518640817
132	0.003515332
133	0.003446536034
134	0.003439801973
135	0.003436280472
136	0.003436274476
137	0.003430355969
138	0.003430354493
139	0.003430351722
140	0.003361550684
141	0.003356944044
142	0.003274170451
143	0.003268650172
144	0.003268634822
145	0.003268625293
146	0.003262398327
147	0.003256636944
148	0.003176122363
149	0.003176114566
150	0.003176110529
151	0.003172502247
152	0.003097188117
153	0.003039192738
154	0.003035376785
155	0.003030798776
156	0.003026816741
157	0.003022816956
158	0.002951792591
159	0.002946755304
160	0.002942457289
161	0.00288301788
162	0.002821785048
163	0.002759721883
164	0.002755347132
165	0.002755341033
166	0.002699497043
167	0.002636623424
168	0.002635102469
169	0.002570153837
170	0.002570144896
171	0.002570144013
172	0.002512976793
173	0.002463138819
174	0.002463127331
175	0.002463098177
176	0.002459927195
177	0.00241984358
178	0.00241983792
179	0.002370489101
180	0.002367940945
181	0.002322776226
182	0.002322774324
183	0.002269859999
184	0.002269859285
185	0.002269859285
186	0.002269845791
187	0.002221293023
188	0.002221209576
189	0.002221190058
190	0.002180661185
191	0.002180613529
192	0.002180538423
193	0.002180536338
194	0.002180511055
195	0.002180281526
196	0.002180270595
197	0.002180267776
198	0.002180265753
199	0.002178931648
200	0.002178925932
201	0.002177229651
202	0.002177212757
203	0.002177202551
204	0.002138845972
205	0.002138835174
206	0.002138815774
207	0.002138811101
208	0.002138808633
209	0.002138797087
210	0.002137695802
211	0.002137686037
212	0.002137683139
213	0.002137682406
214	0.002137676701
215	0.002137637655
216	0.002137626222
217	0.002137623364
218	0.002137601263
219	0.002137583498
220	0.002137571921
221	0.002137566211
222	0.002137543378
223	0.002137539177
224	0.002137530752
225	0.002137525047
226	0.002137519477
227	0.002137455206
228	0.002137364587
229	0.002137341875
230	0.002137333646
231	0.002137332374
232	0.002137323169
233	0.002137322019
234	0.002137311844
235	0.00213726909
236	0.002137263419
237	0.002137247286
238	0.002137235408
239	0.002137212736
240	0.002137211466
241	0.00213715585
242	0.002134893105
243	0.002134881889
244	0.002134876317
245	0.002134870746
246	0.002134850933
247	0.002134784424
248	0.002134781649
249	0.002134776757
250	0.00213475823
251	0.002134736036
252	0.002134720912
253	0.002134709796
254	0.002134525164
255	0.002134436747
256	0.00213442065
257	0.002134398471
258	0.002134376383
259	0.002133735224
260	0.002133647994
261	0.002133630202
262	0.002132978597
263	0.002132977236
264	0.002132962101
265	0.002132954281
266	0.002088318259
267	0.00208827164
268	0.002088268823
269	0.00208824629
270	0.002088243963
271	0.002088223851
272	0.002088218824
273	0.002088209694
274	0.002088178227
275	0.002088166977
276	0.002088156924
277	0.002088155772
278	0.002088144526
279	0.002088134485
280	0.00208811027
281	0.002088104651
282	0.002088095289
283	0.002019530019
284	0.002019524868
285	0.002019519718
286	0.002019515521
287	0.00201849634
288	0.002016307396
289	0.002016297338
290	0.002016295597
291	0.002016109448
292	0.002016109448
293	0.002016049475
294	0.002016044454
295	0.00201584577
296	0.002015791595
297	0.002015787858
298	0.002015785359
299	0.002015784335
300	0.0020157129
301	0.002015710841
302	0.002015706804
303	0.002015686878
304	0.002015668813
305	0.002015648852
306	0.002015638897
307	0.002015630781
308	0.002015620828
309	0.002015615841
310	0.002014456897
311	0.002014453577
312	0.002014451114
313	0.002014410859
314	0.002014408397
315	0.002014405935
316	0.002014403474
317	0.002014354186
318	0.001976614304
319	0.001974263539
320	0.001974244373
321	0.001974234847
322	0.001974234847
323	0.00197423246
324	0.001972529408
325	0.001972454458
326	0.001972446904
327	0.001972437786
328	0.001972428383
329	0.001972426037
330	0.001972423691
331	0.001972414287
332	0.001971074453
333	0.0019710735
334	0.001971064227
335	0.001971045618
336	0.001969113337
337	0.001969099561
338	0.001969044843
339	0.001969028033
340	0.001969009736
341	0.00196895123
342	0.001968896616
343	0.001968887504
344	0.001966705395
345	0.00196670091
346	0.001965102035
347	0.001930471218
348	0.001930470123
349	0.001930435188
350	0.001930382942
351	0.001930382942
352	0.001930339406
353	0.001930304604
354	0.00193030025
355	0.0019302509
356	0.001930216006
357	0.001930214758
358	0.001930201638
359	0.001930188521
360	0.001930184165
361	0.001930183344
362	0.001891149411
363	0.001891129815
364	0.001858038875
365	0.001857991528
366	0.001826372985
367	0.001826368452
368	0.001826326601
369	0.001826324561
370	0.001826316188
371	0.001826315675
372	0.001826313635
373	0.001826297284
374	0.00182629677
375	0.001826287451
376	0.001826254831
377	0.001826218259
378	0.001826217214
379	0.001826215173
380	0.001826207025
381	0.001826197477
382	0.001826181151
383	0.001826172974
384	0.001826102367
385	0.00182606164
386	0.001826012925
387	0.001826008892
388	0.001826000766
389	0.001825992641
390	0.001825548383
391	0.001825499821
392	0.00182549881
393	0.001825482213
394	0.001825475524
395	0.001825471483
396	0.001825463385
397	0.001825423021
398	0.001825374544
399	0.001823986662
400	0.001823516713
401	0.001823468963
402	0.001823421407
403	0.001823381617
404	0.001788228405
405	0.001759622351
406	0.001759588376
407	0.001759580579
408	0.001757930131
409	0.001757907059
410	0.001757877093
411	0.00175787522
412	0.001757867731
413	0.001757860229
414	0.001757822743
415	0.001756520265
416	0.00175651966
417	0.001756482702
418	0.001756475307
419	0.00175644576
420	0.001755405754
421	0.001755375547
422	0.001754100329
423	0.001754089723
424	0.001754083718
425	0.00175248981
426	0.001752475446
427	0.001750899381
428	0.001750140858
429	0.001748715607
430	0.001748709829
431	0.001748704426
432	0.001746857729
433	0.001745175785
434	0.001743982623
435	0.001743981647
436	0.001742220207
437	0.001740413527
438	0.001740402728
439	0.001740401086
440	0.001740371403
441	0.001740305664
442	0.001738866524
443	0.00173701858
444	0.001736564133
445	0.001734590892
446	0.001734557244
447	0.001733150155
448	0.001733142254
449	0.001733139805
450	0.001731285253
451	0.001731283664
452	0.001729375317
453	0.001727924618
454	0.001726121974
455	0.001726086406
456	0.001726082457
457	0.001724562769
458	0.001724558286
459	0.001724556424
460	0.001723048637
461	0.001723024503
462	0.001721590896
463	0.00172156132
464	0.00171989608
465	0.001719043397
466	0.001717591118
467	0.001717587826
468	0.001715918543
469	0.001715904194
470	0.001714642772
471	0.001714639647
472	0.001677626705
473	0.001675915611
474	0.001632009914
475	0.001630246796
476	0.001628896252
477	0.001627234676
478	0.001625519461
479	0.001625516699
480	0.001588355716
481	0.001586603056
482	0.001586601703
483	0.001584649617
484	0.001582967983
485	0.001582910024
486	0.001582900058
487	0.001582881578
488	0.00158180144
489	0.001550334942
490	0.001548663145
491	0.001547320306
492	0.001547240037
493	0.001546016419
494	0.001544466806
495	0.001544465517
496	0.001542933531
497	0.001541110519
498	0.001541096897
499	0.001541082107
500	0.001539795599
501	0.001510050717
502	0.0014836457
503	0.001459460241
504	0.001434865928
505	0.001434856069
506	0.00143480776
507	0.001434274678
508	0.001434267968
509	0.001432980312
510	0.001431608754
511	0.001431583723
512	0.001402435419
513	0.001402424601
514	0.001402418838
515	0.001402414636
516	0.001376042587
517	0.001376024341
518	0.001349201533
519	0.001349169122
520	0.001325160552
521	0.001325157807
522	0.001300959541
523	0.001300949497
524	0.001286428173
525	0.001286398323
526	0.00126315089
527	0.001262288869
528	0.001262287647
529	0.0012622795
530	0.001240040296
531	0.001240037637
532	0.001219665114
533	0.001219656071
534	0.001219652025
535	0.001202491783
536	0.001202490623
537	0.001179790201
538	0.001179753027
539	0.001179745168
540	0.001179728949
541	0.001179710725
542	0.001179701164
543	0.001164387358
544	0.001164385069
545	0.001164383117
546	0.001164381166
547	0.001164376846
548	0.001164374895
549	0.001164372943
550	0.001145675999
551	0.00114566873
552	0.001131306398
553	0.001131276471
554	0.001131276096
555	0.00111069829
556	0.001110686523
557	0.001110682328
558	0.001110674864
559	0.001097498929
560	0.001097470242
561	0.001097441162
562	0.001097433402
563	0.00109740647
564	0.001097392942
565	0.001097385183
566	0.001097371658
567	0.001097340571
568	0.001097330976
569	0.001097317789
570	0.001097314624
571	0.001097301101
572	0.001097299925
573	0.001097247156
574	0.001097245033
575	0.001097241237
576	0.001097228048
577	0.001097206546
578	0.001097204559
579	0.00109720262
580	0.001078348731
581	0.001078328174
582	0.001062596619
583	0.001062587149
584	0.001062579597
585	0.001062572323
586	0.001062570098
587	0.001046842471
588	0.001046814751
589	0.001046813494
590	0.001046810875
591	0.001046798227
592	0.001046788883
593	0.001046779783
594	0.001046778527
595	0.001046778289
596	0.001046771324
597	0.00104676808
598	0.001046756251
599	0.001046708943
600	0.001046703438
601	0.001046691322
602	0.001046690107
603	0.001046643619
604	0.001046643143
605	0.001046640128
606	0.001046635238
607	0.001046635238
608	0.001046634762
609	0.001046622649
610	0.001046621392
611	0.001046620916
612	0.00104662044
613	0.001046608624
614	0.001046607368
615	0.001046607368
